X_train,y_train
"[1, 1818, 7, 2973, 823, 1, 11, 451, 756, 425]","[1, 11, 2, 2909, 3, 567, 3, 1231, 446, 880]"
"[33, 108, 789, 14, 8, 2, 1918, 122, 29, 893]","[1913, 3, 2612, 63, 133, 5280, 1822, 6, 183, 2748]"
"[43, 281, 2, 465, 8, 1, 80, 97, 31, 714]","[1183, 12, 2, 241, 129, 3, 3229, 5, 6702, 947]"
"[1, 17, 285, 1, 3493, 2674, 826, 1, 1, 501]","[18, 3439, 1852, 1, 12, 1, 6, 493, 1, 1]"
"[348, 878, 407, 3, 3431, 14, 2, 3148, 4, 9159]","[498, 26, 54, 193, 3, 1195, 5, 57, 4669, 356]"
"[5816, 1, 1, 6295, 11, 379, 238, 93, 12, 1]","[215, 4717, 11, 472, 287, 45, 13, 1124, 91, 6638]"
"[1, 4471, 170, 942, 388, 596, 4376, 378, 599, 4497]","[922, 382, 133, 3079, 957, 57, 2651, 6, 1, 890]"
"[9, 200, 17, 175, 6, 17, 91, 7, 123, 708]","[116, 2250, 29, 2841, 8, 1527, 6036, 11, 197, 3383]"
"[3711, 261, 5, 287, 10, 87, 4087, 483, 2, 5143]","[7, 2, 5187, 7385, 2, 2113, 4401, 24, 941, 4740]"
"[992, 2363, 1786, 27, 3250, 441, 14, 1396, 4565, 1]","[5588, 4, 5, 6295, 71, 170, 38, 13, 10, 2195]"
"[5963, 11, 2, 130, 8, 59, 4259, 152, 22, 4298]","[429, 6, 78, 756, 21, 776, 15, 24, 37, 779]"
"[7, 739, 5, 1749, 610, 8, 43, 500, 1, 3573]","[67, 2138, 7, 729, 408, 17, 2837, 1, 7, 811]"
"[838, 68, 1, 6, 5522, 191, 7, 2, 71, 718]","[77, 22, 237, 784, 4492, 9, 2969, 6, 2425, 203]"
"[46, 4, 116, 76, 252, 225, 1724, 3, 2, 1038]","[523, 285, 54, 868, 1353, 19, 196, 183, 105, 5875]"
"[180, 40, 60, 7715, 14, 1, 1679, 40, 3610, 6946]","[6, 5629, 1482, 8297, 7, 176, 5, 2858, 7, 3904]"
"[4036, 807, 534, 1, 636, 41, 840, 28, 466, 1]","[1377, 3, 99, 277, 6, 1647, 31, 548, 7495, 7672]"
"[23, 102, 5, 4433, 4372, 3, 709, 6, 42, 6376]","[4092, 20, 117, 2551, 18, 29, 1477, 2040, 315, 4060]"
"[62, 51, 23, 37, 4671, 9, 2, 3282, 534, 4244]","[4290, 947, 3, 181, 710, 112, 2, 3398, 4, 5090]"
"[1, 6, 32, 1399, 3, 406, 6752, 7, 679, 791]","[200, 64, 2, 168, 26, 687, 1600, 1, 11, 6877]"
"[488, 81, 349, 14, 72, 41, 764, 2483, 14, 1576]","[7781, 2817, 812, 5201, 6, 5231, 1, 77, 309, 2593]"
"[2734, 1, 256, 27, 686, 214, 760, 416, 1, 1]","[24, 16, 2, 1710, 246, 1, 26, 30, 7, 1303]"
"[7111, 3300, 75, 854, 3432, 6809, 1007, 679, 2941, 1]","[476, 4295, 173, 1512, 14, 1458, 3456, 6, 1407, 1]"
"[1187, 6793, 840, 142, 136, 7, 2, 904, 414, 1334]","[5633, 1647, 1, 2764, 6, 1, 79, 1046, 3216, 1173]"
"[138, 1326, 558, 165, 203, 751, 47, 1863, 17, 1]","[44, 84, 7, 1342, 59, 1308, 4, 2, 671, 555]"
"[14, 1234, 1, 6, 25, 153, 162, 3, 882, 8]","[3, 887, 2089, 1, 81, 2, 214, 4, 2, 1634]"
"[10, 8136, 237, 6, 12, 82, 316, 3, 1, 237]","[864, 1901, 64, 753, 11, 383, 2776, 6, 448, 396]"
"[27, 1723, 72, 3687, 23, 37, 102, 558, 165, 203]","[359, 10, 5982, 45, 13, 103, 9, 146, 360, 405]"
"[38, 147, 34, 13, 1260, 1189, 49, 23, 37, 1094]","[647, 7, 5, 1796, 149, 39, 67, 60, 534, 605]"
"[559, 26, 402, 575, 2895, 113, 8523, 6, 1, 1]","[34, 5556, 3244, 1201, 1183, 2, 153, 922, 6, 2457]"
"[4, 2, 146, 6, 5, 514, 11, 2, 76, 256]","[1209, 513, 5374, 16, 2, 652, 856, 5, 1298, 1]"
"[2080, 7, 1, 5446, 240, 12, 2, 8988, 1548, 505]","[2092, 25, 1981, 622, 49, 3, 22, 4763, 744, 1111]"
"[1169, 95, 118, 1, 1, 613, 868, 9518, 6824, 868]","[1148, 1255, 2689, 3, 7295, 28, 917, 9, 370, 1605]"
"[12, 796, 40, 1, 6, 662, 4793, 6, 5362, 1]","[4, 1, 23, 1836, 9, 5, 215, 6947, 248, 16]"
"[9, 2, 1169, 23, 386, 37, 922, 20, 976, 149]","[411, 2, 1125, 7, 2714, 6, 214, 50, 7, 5272]"
"[127, 3305, 923, 28, 12, 5, 1, 587, 6043, 15]","[2, 1710, 2806, 2, 1361, 1, 4045, 11, 2, 2086]"
"[27, 320, 11, 2380, 4248, 7542, 1, 15, 608, 1]","[3, 615, 57, 1, 7, 5, 5136, 7, 2, 76]"
"[7527, 3, 980, 2, 8858, 6, 1, 4248, 1, 8927]","[6144, 2303, 1, 15, 12, 82, 11, 1599, 17, 1]"
"[281, 56, 2, 669, 428, 8837, 11, 86, 2523, 927]","[8354, 4919, 11, 5, 9730, 1639, 9, 29, 8017, 3969]"
"[28, 402, 483, 50, 6, 4916, 1136, 23, 39, 1001]","[106, 1, 1150, 21, 2, 57, 378, 735, 1, 1]"
"[5865, 6, 78, 1, 2164, 6651, 882, 3, 63, 1139]","[1068, 3, 22, 288, 276, 621, 7, 206, 3206, 465]"
"[1, 4395, 1, 7, 525, 544, 6, 7, 454, 213]","[32, 26, 563, 2039, 20, 1, 9, 39, 331, 976]"
"[1344, 7, 28, 4082, 27, 4044, 119, 4, 1862, 1]","[4, 70, 2123, 59, 70, 44, 12, 55, 3, 396]"
"[2, 212, 4, 2, 1823, 13, 2777, 39, 99, 60]","[64, 6767, 7, 29, 56, 2132, 2156, 373, 1, 3263]"
"[1733, 1, 568, 4552, 1304, 9, 28, 5874, 1937, 157]","[24, 1074, 9, 1, 540, 4561, 21, 3473, 320, 1]"
"[2, 1, 13, 1044, 81, 2, 6139, 11, 898, 454]","[0, 5, 785, 4, 5, 1, 2, 1, 401, 640]"
"[2, 2008, 1477, 9, 28, 466, 565, 1, 17, 1]","[311, 200, 2, 2871, 9, 4794, 514, 615, 9, 1]"
"[5837, 18, 19, 6510, 2900, 1, 7, 5, 1, 1959]","[2114, 12, 1, 353, 3, 1, 1310, 618, 4, 1933]"
"[52, 5, 47, 1, 466, 26, 16, 1185, 22, 1382]","[9542, 323, 7980, 50, 1, 452, 2061, 182, 39, 2877]"
"[4, 2, 3323, 2258, 1358, 3, 4493, 2, 212, 463]","[1, 12, 2, 177, 5732, 1, 1110, 7, 2, 102]"
"[185, 22, 1079, 1066, 1, 1, 1137, 3, 28, 207]","[276, 83, 220, 2674, 145, 719, 12, 30, 323, 4383]"
"[638, 2, 1861, 12, 2019, 3, 202, 1, 7, 8358]","[78, 278, 743, 371, 4, 2, 67, 161, 2207, 1]"
"[9, 428, 270, 252, 655, 4, 2, 266, 9, 679]","[24, 37, 1694, 14, 3336, 3, 1155, 6, 3548, 3904]"
"[1, 49, 57, 751, 2, 395, 9672, 20, 1, 203]","[42, 51, 58, 579, 5, 1, 4, 2, 619, 210]"
"[1, 3, 873, 6814, 3, 647, 2275, 3, 1867, 16]","[5, 251, 23, 37, 884, 11, 20, 75, 6, 1]"
"[94, 5700, 31, 2100, 4, 1218, 151, 722, 7, 456]","[4, 120, 354, 6, 3093, 1374, 2661, 3766, 4139, 83]"
"[3, 2, 847, 57, 976, 7843, 41, 714, 2712, 4854]","[2, 1998, 1512, 2792, 4, 1, 1, 259, 598, 776]"
"[2, 76, 699, 1025, 5, 1239, 204, 4, 5693, 2548]","[784, 1, 16, 15, 10, 5, 2781, 4, 19, 1]"
"[56, 9, 2648, 49, 185, 147, 1588, 1014, 2, 1064]","[71, 64, 5, 84, 178, 2, 1385, 1685, 3115, 4999]"
"[107, 47, 215, 148, 5, 1, 2225, 40, 3596, 420]","[1, 829, 1, 142, 7, 2, 2156, 373, 74, 992]"
"[219, 3, 229, 3, 22, 4059, 68, 26, 10, 1348]","[3319, 268, 2794, 722, 443, 7, 2, 1017, 7, 4457]"
"[2, 992, 662, 1, 27, 3287, 4, 5, 1684, 721]","[2836, 7240, 58, 30, 18, 35, 1060, 31, 1531, 1032]"
"[1243, 1641, 3, 721, 684, 6, 4163, 24, 37, 2399]","[12, 74, 120, 3, 191, 21, 2, 1139, 6525, 1302]"
"[81, 1, 6, 1285, 1, 10, 1, 7, 19, 3251]","[5727, 23, 1089, 3, 8319, 39, 744, 2759, 275, 2091]"
"[1263, 75, 11, 511, 1, 11, 2972, 41, 1264, 1]","[1, 1893, 144, 3, 136, 1412, 1610, 20, 19, 338]"
"[71, 7037, 4, 810, 1, 11, 5, 1, 1, 1]","[1, 9, 117, 4, 19, 705, 3, 2567, 1, 1959]"
"[193, 5, 296, 4, 144, 615, 558, 2, 165, 203]","[2753, 520, 2, 7294, 1, 2108, 409, 5, 1, 1893]"
"[1, 6, 2351, 3947, 1, 1, 1137, 3, 28, 207]","[6835, 5, 336, 1, 1951, 5729, 436, 9, 2, 5850]"
"[6, 38, 43, 22, 423, 2020, 67, 66, 24, 530]","[4970, 3, 2, 377, 69, 1, 6, 1060, 29, 2114]"
"[803, 3, 2128, 2, 470, 4, 565, 1242, 11, 311]","[192, 1662, 26, 3, 5530, 21, 2557, 637, 3642, 1803]"
"[764, 1013, 35, 1, 5, 189, 2861, 84, 4, 5249]","[1, 1, 65, 2, 5204, 821, 38, 2, 907, 1017]"
"[39, 347, 3488, 6415, 2432, 837, 4398, 3, 721, 5348]","[5844, 1, 235, 7, 453, 38, 4809, 21, 5, 495]"
"[2348, 249, 8236, 935, 256, 20, 256, 14, 1, 1848]","[6424, 102, 8998, 1499, 1, 927, 6150, 25, 24, 3005]"
"[2, 165, 4, 1, 1966, 3, 22, 565, 1, 356]","[468, 8, 1, 4, 2875, 24, 317, 37, 1, 2208]"
"[6, 1, 4922, 6692, 20, 2, 106, 3547, 2681, 5207]","[4008, 822, 3, 15, 632, 48, 43, 494, 1254, 210]"
"[1, 18, 2147, 4232, 838, 14, 508, 3685, 3, 6367]","[20, 492, 1584, 7, 39, 7429, 373, 8758, 17, 8006]"
"[1066, 1989, 1, 6, 322, 1, 1137, 3, 28, 207]","[1, 6, 2, 1, 142, 4, 1, 33, 1353, 375]"
"[2, 71, 259, 73, 165, 75, 394, 115, 107, 1227]","[6605, 2, 485, 992, 9, 2, 74, 63, 122, 729]"
"[8, 39, 596, 27, 7761, 3, 4580, 1313, 4047, 399]","[2, 1, 4803, 105, 2329, 45, 13, 582, 7, 797]"
"[75, 11, 511, 1, 6, 11, 494, 588, 879, 542]","[125, 2, 142, 57, 255, 1, 395, 50, 2854, 1]"
"[9, 66, 13, 9580, 1648, 41, 515, 147, 15, 6995]","[83, 946, 1, 23, 1, 118, 236, 361, 19, 4500]"
"[130, 8, 2342, 85, 25, 278, 87, 5727, 9, 265]","[27, 297, 687, 1, 2, 3237, 24, 2, 517, 2178]"
"[4954, 15, 2451, 20, 322, 691, 8269, 20, 832, 1]","[175, 1904, 4276, 3384, 21, 2, 2066, 10, 108, 8067]"
"[1213, 6, 142, 316, 367, 96, 22, 293, 3, 182]","[79, 837, 674, 1, 20, 325, 2727, 3, 284, 592]"
"[24, 37, 295, 349, 126, 2, 1, 4, 2, 2931]","[1, 120, 1, 6365, 24, 1834, 1236, 3, 137, 543]"
"[1, 1, 3, 2, 1, 1216, 7, 9670, 178, 951]","[28, 12, 135, 3, 1736, 2, 838, 4, 445, 401]"
"[5988, 1, 2311, 6763, 12, 87, 238, 3, 434, 1]","[3, 1692, 19, 2049, 6, 3, 411, 5, 57, 505]"
"[1, 1, 1, 6, 1, 1, 1137, 3, 28, 207]","[1, 1202, 2361, 52, 3, 886, 7981, 133, 626, 649]"
"[739, 1, 6, 4857, 1951, 705, 1, 6, 1833, 3161]","[77, 22, 2, 1, 114, 4, 2, 84, 66, 365]"
"[2, 993, 1, 787, 6, 42, 9, 5, 105, 602]","[5, 1, 795, 64, 1, 1, 1, 3170, 7, 4298]"
"[2, 182, 4, 1655, 7, 2, 285, 17, 2, 64]","[1807, 1959, 86, 1084, 21, 5, 224, 277, 2, 495]"
"[12, 29, 420, 45, 166, 10, 487, 7, 2, 491]","[1, 6, 845, 41, 22, 1, 3, 1097, 105, 1]"
"[1, 443, 45, 43, 1194, 65, 668, 9, 19, 177]","[1, 6, 1, 1, 162, 50, 3, 3, 1703, 1636]"
"[1660, 8, 13, 8530, 4262, 1, 18, 5, 1348, 8330]","[537, 1, 1687, 49, 7, 2093, 105, 5, 460, 1605]"
"[41, 519, 2, 467, 10, 9077, 20, 2809, 1, 291]","[9934, 144, 3, 500, 5537, 20, 6930, 2529, 3, 2132]"
"[1, 7906, 1, 1, 4022, 1100, 2919, 2811, 1, 1]","[7, 5, 1, 1710, 246, 4082, 17, 2, 1, 1590]"
"[996, 12, 4143, 55, 812, 3, 22, 349, 17, 1]","[1665, 1, 1, 6044, 19, 485, 5223, 4, 2, 348]"
"[293, 3, 90, 8, 45, 12, 56, 592, 488, 411]","[27, 53, 30, 456, 1939, 1, 3, 158, 138, 115]"
"[1164, 6, 2, 997, 5, 2316, 1906, 1, 4, 183]","[35, 12, 4163, 9, 2334, 21, 2, 1139, 1883, 483]"
"[23, 29, 381, 5, 690, 4, 174, 3904, 6003, 712]","[29, 302, 34, 36, 1320, 7, 4074, 9, 101, 72]"
"[1, 97, 12, 1322, 2, 106, 3727, 135, 9, 2235]","[4, 74, 89, 5983, 8062, 54, 708, 2, 602, 914]"
"[296, 47, 61, 2, 8802, 5588, 1001, 7, 6441, 2615]","[1159, 1, 41, 181, 8634, 597, 1140, 3008, 1, 1924]"
"[304, 38, 432, 3800, 14, 8, 156, 1, 6, 1]","[2, 1, 1, 17, 1, 2650, 1379, 163, 67, 161]"
"[2625, 1, 1, 6, 1, 1, 1137, 3, 28, 207]","[15, 6660, 7, 1, 680, 7, 2, 1139, 8684, 864]"
"[516, 288, 718, 73, 40, 1, 431, 7, 5, 6529]","[2, 3223, 1, 2999, 11, 43, 4199, 6, 3925, 5120]"
"[9, 2, 1134, 1, 1404, 1, 1620, 17, 2, 445]","[1862, 29, 1998, 8749, 7, 6700, 6945, 3176, 72, 324]"
"[17, 39, 633, 32, 78, 98, 5, 1149, 1915, 6880]","[2297, 53, 104, 1046, 5002, 4916, 3, 2, 241, 1422]"
"[3, 5090, 6, 1205, 282, 1615, 651, 61, 618, 793]","[1901, 4, 29, 8828, 4, 756, 21, 1, 6, 9602]"
"[8, 811, 122, 29, 162, 28, 587, 7, 2, 440]","[985, 285, 1, 3, 1007, 793, 1, 17, 1929, 2452]"
"[26, 74, 126, 1953, 32, 54, 518, 2, 3514, 405]","[1, 949, 3473, 246, 611, 14, 724, 379, 64, 1]"
"[610, 40, 860, 1066, 1, 1, 1137, 3, 28, 207]","[54, 516, 592, 41, 30, 1104, 17, 1, 28, 84]"
"[612, 3, 1555, 2, 3759, 1567, 2, 1519, 36, 164]","[2516, 4, 2, 1903, 1725, 1, 5, 4255, 2323, 5661]"
"[43, 147, 39, 1262, 3, 178, 864, 24, 37, 1]","[14, 60, 1008, 3, 6131, 3047, 3, 213, 176, 1870]"
"[84, 60, 141, 4396, 3, 815, 39, 8296, 6785, 321]","[1512, 952, 2128, 45, 117, 368, 325, 3, 256, 78]"
"[7700, 6, 437, 1540, 9, 2, 257, 11, 1527, 664]","[18, 4, 216, 22, 1, 4, 5, 1, 245, 7998]"
"[397, 61, 670, 688, 195, 4, 1, 4701, 146, 6564]","[1096, 6, 806, 67, 161, 38, 2, 4341, 702, 1]"
"[11, 2, 1118, 4, 1223, 2768, 81, 129, 3, 814]","[371, 18, 414, 1, 536, 47, 75, 6, 1, 3557]"
"[1, 2855, 3, 3403, 2, 200, 4, 1, 315, 2877]","[1, 1, 4013, 1648, 2759, 99, 909, 49, 65, 1452]"
"[7373, 53, 23, 1175, 39, 519, 3548, 17, 1, 1]","[11, 4572, 883, 82, 942, 194, 5, 446, 35, 83]"
"[6693, 63, 6693, 24, 82, 37, 876, 21, 2, 350]","[1, 12, 29, 7967, 7608, 4, 2, 1220, 934, 817]"
"[1914, 9, 75, 6, 19, 2807, 78, 29, 22, 1]","[193, 3, 5458, 80, 14, 5, 411, 109, 2470, 142]"
"[1177, 6, 3, 513, 3, 5115, 7, 7722, 916, 1410]","[43, 479, 4025, 6, 3087, 109, 436, 21, 7660, 1362]"
"[21, 2, 1, 895, 163, 1991, 2929, 5312, 273, 180]","[6, 12, 7, 172, 197, 361, 1, 6, 4575, 1]"
"[9386, 4, 8665, 839, 5, 642, 8, 10, 101, 3299]","[3835, 9, 151, 60, 72, 18, 15, 275, 151, 999]"
"[1, 2339, 1, 2, 1, 3924, 21, 2, 279, 6923]","[68, 2, 4284, 783, 87, 71, 38, 2, 278, 7071]"
"[6, 4011, 21, 2, 1833, 3582, 32, 96, 23, 2067]","[181, 1383, 4179, 3038, 3064, 7, 2, 240, 18, 3796]"
"[1, 2460, 7, 6834, 3, 2, 2873, 1918, 4, 4142]","[84, 17, 617, 1, 3905, 20, 39, 1658, 1970, 1]"
"[3, 5, 607, 1066, 2590, 1560, 1137, 3, 28, 207]","[4263, 814, 4, 5326, 25, 243, 166, 3, 1, 356]"
"[831, 9, 62, 116, 53, 302, 516, 288, 322, 1139]","[130, 102, 9466, 3858, 1665, 34, 24, 235, 1265, 4954]"
"[1537, 2263, 9, 1, 457, 404, 132, 1334, 9, 165]","[25, 19, 359, 658, 7, 221, 14, 5, 494, 443]"
"[1, 360, 6, 12, 87, 421, 11, 890, 237, 2716]","[10, 656, 1, 582, 5, 499, 594, 7, 1, 513]"
"[281, 56, 2, 669, 428, 8837, 11, 86, 2523, 927]","[1534, 1, 1, 6, 1155, 581, 1, 1, 11, 2155]"
"[1, 1, 7906, 1, 1, 7573, 3274, 2919, 2362, 1056]","[7, 1710, 246, 6, 1298, 2, 6274, 9, 2, 9473]"
"[5, 195, 328, 4216, 14, 5, 3463, 6876, 7, 886]","[15, 1124, 2, 8002, 33, 148, 4, 29, 1, 4528]"
"[6, 2, 1046, 493, 1858, 1926, 1467, 8, 55, 12]","[272, 6, 192, 6151, 6, 1, 7, 19, 1141, 1261]"
"[610, 4437, 6637, 26, 5, 3106, 175, 2784, 42, 4410]","[2, 483, 3767, 96, 23, 2034, 1, 7, 28, 476]"
"[2, 3931, 1709, 2, 1, 932, 78, 22, 5, 1]","[64, 468, 13, 5444, 225, 159, 63, 11, 1, 1945]"
"[566, 3, 182, 31, 1280, 31, 740, 3, 2, 1040]","[361, 1, 83, 52, 33, 563, 1811, 4, 31, 1686]"
"[75, 5, 434, 58, 32, 396, 41, 409, 622, 4049]","[3019, 11, 5, 157, 118, 2251, 7, 1, 6, 1]"
"[1, 28, 64, 14, 8187, 5, 325, 5915, 11, 2318]","[5, 320, 4055, 3327, 2176, 210, 9, 1155, 1737, 160]"
"[5890, 48, 419, 709, 50, 4, 1588, 168, 1, 964]","[43, 1154, 44, 67, 158, 9, 386, 1812, 14, 797]"
"[743, 3057, 387, 68, 6090, 7, 4522, 11, 198, 479]","[1059, 1714, 142, 7, 5, 1, 525, 246, 5495, 363]"
"[244, 333, 150, 7, 2, 1637, 12, 6084, 39, 2773]","[1, 119, 18, 328, 1, 3841, 3389, 2, 597, 1]"
"[2, 712, 4, 83, 744, 1905, 117, 12, 108, 1]","[114, 4, 2, 1, 3012, 649, 395, 4351, 7, 1]"
"[7, 455, 4, 1, 977, 26, 122, 29, 7320, 77]","[9, 868, 5958, 2, 4796, 268, 11, 447, 964, 223]"
"[77, 366, 216, 3, 157, 2, 550, 1, 77, 350]","[10, 30, 398, 5, 2382, 672, 25, 1236, 3, 6738]"
"[581, 39, 1858, 38, 43, 2699, 3, 3118, 86, 869]","[26, 627, 11, 7341, 4, 1, 7793, 7, 2900, 653]"
"[2586, 2, 5688, 4, 2, 775, 3539, 7, 1, 215]","[13, 637, 8278, 53, 22, 148, 4, 28, 72, 575]"
"[3, 2815, 6, 1051, 2760, 1, 58, 32, 216, 16]","[1, 175, 36, 1, 31, 5, 949, 2, 175, 3224]"
"[9, 188, 6, 7, 79, 707, 47, 61, 5, 84]","[1496, 4312, 549, 165, 3, 2784, 767, 23, 37, 4219]"
"[8406, 5, 4257, 1173, 6, 4384, 45, 427, 31, 6544]","[1944, 280, 6, 23, 642, 7, 1, 11, 1832, 4169]"
"[3, 980, 1, 656, 7, 753, 21, 619, 1982, 1522]","[4087, 45, 13, 12, 2477, 1254, 144, 3, 290, 1]"
"[187, 547, 9, 49, 2698, 1, 21, 624, 803, 1]","[0, 0, 0, 0, 0, 0, 56, 583, 1, 3434]"
"[17, 2, 605, 4, 2, 149, 34, 2974, 31, 356]","[5866, 8451, 1, 4, 3660, 281, 2296, 21, 19, 89]"
"[4553, 34, 1439, 117, 40, 2, 4453, 558, 165, 203]","[99, 203, 6, 658, 11, 2, 4123, 18, 75, 2317]"
"[1985, 38, 27, 29, 686, 4359, 904, 11, 28, 1413]","[1639, 11, 308, 2871, 2845, 3516, 7005, 9821, 1, 3826]"
"[655, 3961, 1213, 50, 4, 1173, 36, 51, 500, 65]","[1, 111, 2303, 1, 1, 18, 32, 944, 3416, 5206]"
"[2, 812, 4, 2, 141, 6, 252, 53, 27, 523]","[8325, 83, 140, 1486, 1016, 20, 685, 1, 6, 1]"
"[5, 587, 38, 216, 3, 1277, 56, 2, 8057, 1581]","[3352, 13, 8443, 5, 4967, 268, 17, 19, 231, 89]"
"[26, 72, 38, 35, 2, 795, 6, 623, 16, 205]","[1482, 14, 246, 60, 2644, 153, 7, 2992, 6826, 2919]"
"[1605, 591, 13, 1127, 2394, 2, 345, 241, 19, 1]","[1, 1634, 3, 1250, 1398, 6, 31, 1, 397, 1]"
"[6, 55, 51, 23, 37, 5, 196, 685, 4, 2989]","[32, 33, 963, 11, 2982, 105, 39, 177, 8086, 8378]"
"[57, 173, 72, 1, 33, 3498, 150, 4, 39, 1]","[1, 543, 14, 1, 8495, 3374, 854, 246, 957, 2470]"
"[6, 2, 325, 959, 11, 1, 7, 2, 284, 3652]","[146, 6, 644, 3271, 82, 8, 13, 24, 37, 4800]"
"[1, 2124, 1, 6, 832, 1, 1137, 3, 28, 207]","[83, 60, 4987, 2931, 7, 1142, 1, 1281, 286, 2402]"
"[77, 33, 168, 3, 2, 1307, 17, 48, 1, 3900]","[5, 157, 7, 1, 23, 37, 778, 20, 1, 75]"
"[15, 2814, 24, 29, 62, 352, 1610, 3, 2, 1948]","[29, 1576, 202, 218, 49, 20, 2, 76, 1735, 357]"
"[5416, 4, 2, 194, 1, 7, 771, 3, 1, 4225]","[109, 7337, 2402, 7, 2, 5725, 5488, 2, 336, 83]"
"[2, 368, 4, 142, 7649, 13, 15, 2, 605, 1460]","[1, 424, 9431, 8672, 31, 314, 9, 291, 180, 332]"
"[86, 197, 1, 51, 23, 3, 532, 6279, 75, 3881]","[29, 2508, 208, 4, 1, 886, 2974, 3, 3604, 1]"
"[3821, 1994, 10, 1303, 3, 1119, 260, 9, 412, 893]","[5681, 467, 1, 94, 5881, 21, 387, 5911, 130, 89]"
"[5629, 115, 41, 1, 4, 2, 5422, 1401, 11, 2125]","[9596, 303, 40, 96, 214, 50, 1, 2071, 14, 143]"
"[18, 555, 20, 2, 2333, 1, 10, 2648, 1, 2716]","[14, 5, 1, 24, 789, 2056, 4, 29, 3204, 2081]"
"[3, 2095, 5, 108, 334, 6, 156, 47, 3801, 4612]","[4, 231, 5, 788, 5061, 904, 17, 2, 392, 6098]"
"[4475, 640, 40, 16, 10, 922, 519, 11, 571, 583]","[6738, 9354, 2739, 17, 1845, 2, 2163, 4, 2, 1]"
"[1085, 13, 3329, 17, 1, 7, 2, 2504, 4, 4670]","[342, 5, 3239, 1, 21, 8648, 7, 1, 6, 7088]"
"[1344, 7, 28, 4082, 27, 4044, 119, 4, 1, 2401]","[7455, 2320, 8386, 8, 3360, 3606, 47, 61, 4240, 1]"
"[3688, 1996, 262, 310, 62, 5304, 6, 3139, 6, 3662]","[13, 468, 8, 13, 1337, 1, 7, 1, 1626, 4135]"
"[47, 1761, 1, 96, 22, 1, 3, 8069, 2, 557]","[25, 43, 2793, 1604, 68, 1997, 22, 445, 1, 1392]"
"[1996, 78, 1097, 1066, 1, 1, 1137, 3, 28, 207]","[6, 1, 3252, 7, 4786, 2, 192, 1266, 356, 83]"
"[36, 12, 1860, 6, 24, 2878, 4, 916, 6, 1]","[517, 1631, 6, 116, 55, 24, 37, 70, 494, 880]"
"[2, 1, 1, 7, 2, 1656, 1692, 3, 1, 7210]","[4, 2, 1, 2260, 1558, 2801, 12, 11, 2667, 94]"
"[14, 31, 347, 1, 1293, 4635, 7, 1, 3911, 364]","[536, 749, 9, 197, 666, 6, 10, 380, 7, 600]"
"[6, 153, 3119, 427, 1229, 1179, 4, 34, 1, 66]","[1164, 1113, 4, 2, 1, 36, 30, 37, 6678, 97]"
"[43, 267, 9026, 17, 1, 137, 1, 3, 8, 1083]","[38, 29, 385, 202, 108, 55, 33, 30, 6056, 1]"
"[459, 3, 2218, 7, 1817, 1541, 1630, 811, 6, 1552]","[743, 8590, 24, 11, 1182, 2616, 24, 657, 109, 15]"
"[1985, 38, 27, 1303, 3, 1867, 904, 9, 672, 1669]","[300, 31, 89, 7, 2, 3429, 3220, 1435, 4, 9143]"
"[4373, 4155, 3998, 2, 854, 536, 133, 6564, 6, 1]","[318, 1127, 695, 3, 1877, 9609, 2563, 113, 3, 532]"
"[6, 3599, 166, 1463, 6, 4305, 1, 7, 170, 1]","[5520, 15, 24, 288, 115, 5, 57, 8725, 11, 143]"
"[274, 2, 833, 12, 1398, 7, 2, 212, 110, 1064]","[17, 4457, 7, 2, 1, 273, 133, 2, 4711, 3317]"
"[773, 4, 64, 81, 566, 601, 3, 9405, 2, 1]","[671, 1644, 4, 3048, 465, 146, 3, 23, 37, 1]"
"[92, 342, 2422, 4183, 1696, 3, 893, 11, 2, 174]","[1, 14, 62, 6, 209, 78, 140, 17, 2, 63]"
"[2579, 410, 33, 1898, 3, 763, 7, 39, 789, 91]","[6264, 31, 338, 6, 1, 80, 7, 39, 98, 1943]"
"[39, 1572, 228, 12, 1, 6, 2, 2201, 10, 726]","[7, 46, 450, 1415, 6, 439, 75, 337, 33, 938]"
"[5, 737, 47, 48, 79, 4, 42, 948, 1483, 1]","[4, 3465, 7, 5144, 12, 3965, 7, 231, 234, 114]"
"[3, 474, 47, 9, 2, 348, 32, 27, 686, 2266]","[376, 11, 2856, 7480, 81, 2, 214, 4, 2, 84]"
"[18, 1, 49, 341, 210, 52, 14, 265, 8, 1157]","[787, 147, 2372, 1, 49, 95, 2, 1110, 740, 3088]"
"[18, 32, 7758, 52, 2, 71, 4, 2, 5288, 2797]","[647, 3252, 3, 1076, 20, 375, 11, 317, 1, 660]"
"[77, 11, 6030, 41, 1, 1, 11, 1, 1, 1]","[2664, 1, 1, 2, 466, 4, 2, 4499, 1097, 3200]"
"[810, 4462, 1925, 8116, 1599, 1069, 6608, 1133, 5969, 1925]","[565, 7694, 1, 58, 692, 9604, 755, 6, 1372, 1]"
"[1, 1, 6, 2835, 1, 54, 1137, 3, 28, 207]","[5588, 323, 23, 3418, 484, 271, 9, 1, 2006, 1344]"
"[1, 1, 2509, 3, 19, 1, 1, 6, 1116, 345]","[1885, 1589, 1, 6281, 10, 6684, 14, 2, 1, 3592]"
"[1, 59, 983, 1908, 840, 7, 2, 904, 414, 1334]","[57, 662, 1099, 1019, 493, 2182, 822, 3, 2, 7364]"
